,Price,Open,High,Low
2011-09-29,78.603,78.735,78.745,78.025
2011-09-30,79.075,78.455,79.315,78.37
2011-10-03,79.937,79.44,80.22,79.305
2011-10-04,80.104,80.125,80.43,79.38
2011-10-05,79.385,79.64,79.87,79.28
2011-10-06,79.088,79.46,79.98,78.935
2011-10-07,79.149,79.05,79.25,78.45
2011-10-10,77.811,79.075,79.18,77.67
2011-10-11,77.908,77.98,78.28,77.775
2011-10-12,77.274,78.0,78.24,77.115
2011-10-13,77.284,77.31,77.74,77.095
2011-10-14,76.907,77.425,77.565,76.795
2011-10-17,77.428,76.81,77.535,76.7
2011-10-18,77.412,77.46,77.855,77.045
2011-10-19,77.416,77.45,77.49,76.815
2011-10-20,77.236,77.365,77.79,76.97
2011-10-21,76.628,77.19,77.505,76.465
2011-10-24,76.262,76.6,76.775,76.195
2011-10-25,76.321,76.335,76.655,76.135
2011-10-26,76.473,76.48,76.87,76.065
2011-10-27,75.011,76.455,76.46,74.86
2011-10-28,75.216,75.08,75.305,75.045
2011-10-31,76.306,75.215,76.72,75.11
2011-11-01,77.39,76.63,77.84,76.595
2011-11-02,77.181,77.62,77.645,76.85
2011-11-03,76.856,77.505,77.68,76.75
2011-11-04,77.162,76.89,77.505,76.775
2011-11-07,77.141,77.05,77.595,76.995
2011-11-08,76.751,77.225,77.36,76.72
2011-11-09,78.167,76.765,78.25,76.675
2011-11-10,77.973,78.215,78.42,77.625
2011-11-11,77.131,77.885,77.96,76.92
2011-11-14,77.753,76.975,77.84,76.925
2011-11-15,78.062,77.66,78.315,77.62
2011-11-16,78.206,78.175,78.605,78.04
2011-11-17,78.489,78.58,78.69,78.135
2011-11-18,78.255,78.54,78.56,77.74
2011-11-21,78.463,78.23,78.71,78.145
2011-11-22,78.435,78.46,78.61,78.16
2011-11-23,79.351,78.33,79.4,78.33
2011-11-25,79.831,79.39,79.875,79.33
2011-11-28,79.436,79.45,79.58,78.95
2011-11-29,79.151,79.46,79.53,78.695
2011-11-30,78.491,79.185,79.515,78.01
2011-12-01,78.433,78.485,78.64,78.145
2011-12-02,78.731,78.295,78.89,78.06
2011-12-05,78.671,78.735,78.78,78.265
2011-12-06,78.571,78.69,78.975,78.52
2011-12-07,78.552,78.575,78.81,78.355
2011-12-08,78.912,78.49,79.09,78.15
2011-12-09,78.681,78.875,79.185,78.485
2011-12-12,79.58,78.78,79.705,78.69
2011-12-13,80.289,79.635,80.455,79.35
2011-12-14,80.622,80.29,80.775,80.14
2011-12-15,80.341,80.565,80.63,80.13
2011-12-16,80.249,80.175,80.395,79.935
2011-12-19,80.207,80.3,80.47,80.125
2011-12-20,80.273,80.89,80.94,80.035
2011-12-21,80.35,80.105,80.445,79.55
2011-12-22,80.306,80.36,80.505,79.955
2011-12-23,80.236,80.21,80.375,80.06
2011-12-27,80.135,80.15,80.235,80.04
2011-12-28,80.883,80.14,81.025,80.055
2011-12-29,80.911,81.085,81.31,80.77
2011-12-30,80.522,80.83,81.025,80.36
2012-01-03,79.912,80.155,80.225,79.83
2012-01-04,80.425,79.97,80.64,79.845
2012-01-05,81.25,80.45,81.345,80.385
2012-01-06,81.597,81.245,81.72,81.055
2012-01-09,81.388,81.67,81.855,81.255
2012-01-10,81.101,81.27,81.4,81.015
2012-01-11,81.614,81.295,81.785,81.1
2012-01-12,81.036,81.535,81.645,80.95
2012-01-13,81.791,81.06,82.045,80.735
2012-01-17,81.429,81.67,81.68,81.01
2012-01-18,80.822,81.28,81.375,80.665
2012-01-19,80.405,80.715,80.805,80.23
2012-01-20,80.406,80.275,80.635,80.185
2012-01-23,79.934,80.535,80.585,79.755
2012-01-24,80.026,79.925,80.345,79.785
2012-01-25,79.717,79.965,80.505,79.515
2012-01-26,79.513,79.64,79.65,79.19
2012-01-27,79.011,79.62,79.63,78.89
2012-01-30,79.302,78.96,79.57,78.96
2012-01-31,79.417,79.165,79.63,78.855
2012-02-01,79.033,79.48,79.665,78.745
2012-02-02,79.11,78.905,79.315,78.84
2012-02-03,79.057,79.125,79.485,78.815
2012-02-06,79.186,79.19,79.645,79.1
2012-02-07,78.675,79.2,79.37,78.57
2012-02-08,78.734,78.645,78.855,78.51
2012-02-09,78.652,78.8,78.89,78.43
2012-02-10,79.226,78.655,79.315,78.655
2012-02-13,79.045,78.95,79.125,78.715
2012-02-14,79.694,79.2,79.765,79.015
2012-02-15,79.783,79.56,79.86,79.2
2012-02-16,79.455,79.86,80.24,79.37
2012-02-17,79.456,79.485,79.595,79.255
2012-02-21,79.136,79.2,79.36,78.895
2012-02-22,79.303,79.2,79.465,79.08
2012-02-23,78.886,79.345,79.37,78.655
2012-02-24,78.401,78.68,78.82,78.26
2012-02-27,78.578,78.45,78.715,78.4
2012-02-28,78.3,78.55,78.64,78.22
2012-02-29,78.794,78.22,78.93,78.12
2012-03-01,78.834,78.8,78.995,78.69
2012-03-02,79.462,78.825,79.515,78.79
2012-03-05,79.365,79.515,79.64,79.285
2012-03-06,79.926,79.37,79.935,79.345
2012-03-07,79.763,79.83,79.98,79.645
2012-03-08,79.179,79.785,79.815,79.1
2012-03-09,80.084,79.225,80.095,79.195
2012-03-12,79.913,80.025,80.16,79.845
2012-03-13,80.21,79.82,80.345,79.69
2012-03-14,80.536,80.15,80.62,80.135
2012-03-15,80.136,80.63,80.725,80.025
2012-03-16,79.734,80.23,80.385,79.73
2012-03-19,79.712,80.065,80.185,79.605
2012-03-20,79.825,79.755,80.1,79.685
2012-03-21,79.896,79.805,80.07,79.53
2012-03-22,79.998,79.77,80.195,79.65
2012-03-23,79.576,79.895,80.01,79.325
2012-03-26,79.179,79.495,79.94,79.06
2012-03-27,79.222,79.125,79.345,78.93
2012-03-28,79.299,79.29,79.515,79.05
2012-03-29,79.357,79.275,79.53,79.125
2012-03-30,79.138,79.225,79.225,78.87
2012-04-02,78.963,79.035,79.275,78.92
2012-04-03,79.641,78.9,79.655,78.795
2012-04-04,79.949,79.565,80.095,79.54
2012-04-05,80.293,79.915,80.365,79.79
2012-04-09,79.919,80.05,80.32,79.835
2012-04-10,80.098,79.955,80.245,79.775
2012-04-11,79.993,80.105,80.15,79.71
2012-04-12,79.449,79.92,79.955,79.365
2012-04-13,80.055,79.495,80.08,79.45
2012-04-16,79.732,80.085,80.345,79.67
2012-04-17,79.627,79.775,79.94,79.56
2012-04-18,79.674,79.7,80.025,79.63
2012-04-19,79.707,79.725,79.98,79.515
2012-04-20,79.313,79.675,79.745,79.225
2012-04-23,79.536,79.375,79.775,79.32
2012-04-24,79.326,79.495,79.535,79.185
2012-04-25,79.111,79.295,79.415,79.075
2012-04-26,79.001,79.1,79.17,78.9
2012-04-27,78.757,79.21,79.335,78.72
2012-04-30,78.848,78.79,78.96,78.685
2012-05-01,78.935,78.875,79.05,78.665
2012-05-02,79.201,78.9,79.4,78.9
2012-05-03,79.293,79.26,79.535,79.15
2012-05-04,79.587,79.24,79.615,79.145
2012-05-07,79.715,79.79,80.135,79.63
2012-05-08,79.849,79.68,80.075,79.67
2012-05-09,80.232,80.005,80.415,79.975
2012-05-10,80.257,80.295,80.34,80.085
2012-05-11,80.404,80.35,80.48,80.21
2012-05-14,80.748,80.56,80.86,80.49
2012-05-15,81.38,80.825,81.45,80.63
2012-05-16,81.524,81.415,81.745,81.345
2012-05-17,81.54,81.52,81.83,81.4
2012-05-18,81.424,81.65,81.93,81.155
2012-05-21,81.232,81.295,81.56,81.025
2012-05-22,81.648,81.115,81.94,81.095
2012-05-23,82.235,81.905,82.36,81.71
2012-05-24,82.487,82.28,82.535,81.995
2012-05-25,82.523,82.445,82.61,82.125
2012-05-29,82.581,82.415,82.71,82.13
2012-05-30,83.086,82.605,83.175,82.57
2012-05-31,83.129,83.13,83.295,82.805
2012-06-01,82.973,83.21,83.67,82.7
2012-06-04,82.661,82.885,83.15,82.545
2012-06-05,82.913,82.495,83.035,82.4
2012-06-06,82.379,82.82,82.905,82.17
2012-06-07,82.106,82.25,82.455,81.96
2012-06-08,82.562,82.28,82.945,82.27
2012-06-11,82.548,82.0,82.65,81.72
2012-06-12,82.449,82.63,82.755,82.35
2012-06-13,82.057,82.445,82.59,81.92
2012-06-14,81.988,82.125,82.295,81.805
2012-06-15,81.605,81.905,81.935,81.255
2012-06-18,81.854,81.235,81.915,81.225
2012-06-19,81.586,82.11,82.28,81.39
2012-06-20,81.734,81.65,81.96,81.405
2012-06-21,82.488,81.69,82.615,81.66
2012-06-22,82.442,82.49,82.67,82.34
2012-06-25,82.662,82.49,82.825,82.46
2012-06-26,82.539,82.65,82.865,82.43
2012-06-27,82.81,82.585,82.905,82.47
2012-06-28,83.007,82.755,83.07,82.41
2012-06-29,81.753,82.885,82.905,81.56
2012-07-02,82.008,81.73,82.095,81.655
2012-07-03,81.872,82.025,82.145,81.815
2012-07-05,82.942,82.34,83.085,82.18
2012-07-06,83.561,82.91,83.605,82.885
2012-07-09,83.351,83.56,83.63,83.265
2012-07-10,83.559,83.305,83.65,83.135
2012-07-11,83.728,83.54,83.76,83.25
2012-07-12,83.809,83.6,83.985,83.58
2012-07-13,83.474,83.855,83.935,83.38
2012-07-16,83.218,83.4,83.77,83.13
2012-07-17,83.168,83.26,83.69,83.03
2012-07-18,83.196,83.12,83.46,83.045
2012-07-19,82.98,83.105,83.255,82.8
2012-07-20,83.573,83.015,83.665,82.975
2012-07-23,83.815,83.75,84.14,83.72
2012-07-24,84.145,83.835,84.245,83.76
2012-07-25,83.641,84.135,84.175,83.625
2012-07-26,82.859,83.755,83.85,82.66
2012-07-27,82.765,82.93,83.065,82.4
2012-07-30,82.868,82.755,83.045,82.73
2012-07-31,82.71,82.865,82.935,82.56
2012-08-01,83.178,82.78,83.27,82.54
2012-08-02,83.451,83.17,83.61,82.225
2012-08-03,82.446,83.43,83.47,82.36
2012-08-06,82.304,82.405,82.625,82.125
2012-08-07,82.25,82.33,82.425,82.065
2012-08-08,82.439,82.375,82.57,82.295
2012-08-09,82.71,82.355,82.865,82.27
2012-08-10,82.631,82.7,82.945,82.5
2012-08-13,82.486,82.64,82.765,82.285
2012-08-14,82.527,82.525,82.615,82.25
2012-08-15,82.711,82.595,82.845,82.51
2012-08-16,82.417,82.695,82.96,82.375
2012-08-17,82.663,82.445,82.825,82.38
2012-08-20,82.5,82.56,82.765,82.435
2012-08-21,81.92,82.485,82.51,81.805
2012-08-22,81.497,81.9,82.135,81.47
2012-08-23,81.359,81.48,81.535,81.22
2012-08-24,81.603,81.39,81.75,81.365
2012-08-27,81.691,81.615,81.73,81.505
2012-08-28,81.381,81.7,81.84,81.275
2012-08-29,81.564,81.365,81.605,81.35
2012-08-30,81.713,81.57,81.78,81.41
2012-08-31,81.216,81.7,81.74,80.96
2012-09-04,81.316,81.235,81.395,81.055
2012-09-05,81.235,81.49,81.675,81.115
2012-09-06,81.033,81.255,81.455,81.005
2012-09-07,80.234,81.12,81.14,80.14
2012-09-10,80.343,80.185,80.4,80.17
2012-09-11,79.836,80.36,80.37,79.765
2012-09-12,79.723,79.86,79.99,79.5
2012-09-13,79.237,79.665,80.075,79.15
2012-09-14,78.841,79.23,79.265,78.6
2012-09-17,78.843,78.84,79.015,78.75
2012-09-18,79.346,79.085,79.365,79.035
2012-09-19,79.127,79.27,79.485,79.07
2012-09-20,79.478,79.135,79.755,79.13
2012-09-21,79.398,79.46,79.52,79.11
2012-09-24,79.577,79.42,79.825,79.42
2012-09-25,79.608,79.555,79.755,79.375
2012-09-26,79.948,79.725,80.08,79.67
2012-09-27,79.592,79.865,80.01,79.55
2012-09-28,80.025,79.625,80.09,79.42
2012-10-01,79.909,80.045,80.25,79.67
2012-10-02,79.83,79.89,79.94,79.555
2012-10-03,80.064,79.855,80.095,79.795
2012-10-04,79.44,79.94,80.005,79.355
2012-10-05,79.428,79.48,79.525,79.18
2012-10-08,79.622,79.465,79.805,79.43
2012-10-09,80.069,79.65,80.195,79.57
2012-10-10,80.017,80.185,80.31,79.935
2012-10-11,79.86,80.145,80.295,79.78
2012-10-12,79.74,79.85,79.9,79.575
2012-10-15,79.806,79.82,80.045,79.68
2012-10-16,79.464,79.745,79.81,79.365
2012-10-17,79.059,79.215,79.275,78.97
2012-10-18,79.425,79.12,79.465,79.035
2012-10-19,79.688,79.425,79.745,79.37
2012-10-22,79.736,79.7,79.755,79.535
2012-10-23,80.08,79.62,80.155,79.62
2012-10-24,80.015,80.035,80.245,79.91
2012-10-25,80.118,80.075,80.225,79.775
2012-10-26,80.156,80.185,80.375,80.0
2012-10-31,79.987,80.005,80.055,79.72
2012-11-01,80.136,79.99,80.19,79.925
2012-11-02,80.683,80.115,80.74,80.095
2012-11-05,80.843,80.71,80.925,80.59
2012-11-06,80.715,80.8,80.92,80.65
2012-11-07,80.867,80.785,81.025,80.365
2012-11-08,80.886,80.94,81.11,80.825
2012-11-09,81.098,80.95,81.175,80.685
2012-11-12,81.106,81.105,81.17,80.985
2012-11-13,81.14,81.19,81.32,81.035
2012-11-14,81.1,81.15,81.215,80.94
2012-11-15,81.138,81.205,81.25,80.975
2012-11-16,81.31,81.095,81.515,81.08
2012-11-19,80.922,81.25,81.28,80.835
2012-11-20,81.0,81.025,81.075,80.845
2012-11-21,80.966,80.98,81.3,80.945
2012-11-23,80.236,80.755,80.76,80.155
2012-11-26,80.266,80.23,80.34,80.18
2012-11-27,80.43,80.12,80.505,80.07
2012-11-28,80.354,80.39,80.61,80.275
2012-11-29,80.209,80.32,80.365,80.025
2012-11-30,80.163,80.195,80.34,80.03
2012-12-03,79.872,80.195,80.215,79.78
2012-12-04,79.634,79.885,79.92,79.59
2012-12-05,79.764,79.62,79.845,79.565
2012-12-06,80.253,79.865,80.32,79.725
2012-12-07,80.402,80.27,80.975,80.225
2012-12-10,80.33,80.54,80.57,80.27
2012-12-11,80.054,80.32,80.37,80.0
2012-12-12,79.81,80.07,80.11,79.365
2012-12-13,79.913,79.9,80.035,79.785
2012-12-14,79.56,79.955,79.97,79.495
2012-12-17,79.513,79.59,79.675,79.49
2012-12-18,79.387,79.62,79.65,79.29
2012-12-19,79.313,79.38,79.405,79.015
2012-12-20,79.31,79.405,79.43,79.065
2012-12-21,79.712,79.375,79.735,79.34
2012-12-24,79.745,79.7,79.8,79.445
2012-12-26,79.704,79.735,79.81,79.47
2012-12-27,79.719,79.64,79.89,79.42
2012-12-28,79.785,79.725,80.05,79.685
2012-12-31,79.871,79.735,79.96,79.69
2013-01-02,79.948,79.62,80.03,79.46
2013-01-03,80.515,79.93,80.595,79.92
2013-01-04,80.61,80.77,80.995,80.52
2013-01-07,80.369,80.61,80.8,80.335
2013-01-08,80.445,80.31,80.57,80.22
2013-01-09,80.677,80.51,80.75,80.45
2013-01-10,79.817,80.75,80.79,79.745
2013-01-11,79.611,79.86,79.93,79.49
2013-01-14,79.54,79.535,79.71,79.405
2013-01-15,79.832,79.54,79.94,79.435
2013-01-16,79.854,79.765,79.95,79.66
2013-01-17,79.711,79.8,79.95,79.615
2013-01-18,80.116,79.76,80.275,79.71
2013-01-22,79.973,80.185,80.19,79.785
2013-01-23,79.99,79.94,80.22,79.765
2013-01-24,80.007,80.05,80.225,79.925
2013-01-25,79.82,80.08,80.175,79.745
2013-01-28,79.868,79.84,79.995,79.785
2013-01-29,79.624,79.85,79.935,79.575
2013-01-30,79.326,79.625,79.665,79.21
2013-01-31,79.226,79.275,79.4,79.16
2013-02-01,79.135,79.14,79.325,78.915
2013-02-04,79.573,79.175,79.64,79.17
2013-02-05,79.533,79.65,79.815,79.49
2013-02-06,79.767,79.555,79.93,79.53
2013-02-07,80.257,79.805,80.345,79.58
2013-02-08,80.316,80.3,80.35,80.01
2013-02-11,80.389,80.275,80.475,80.17
2013-02-12,80.163,80.415,80.59,79.99
2013-02-13,80.167,80.1,80.255,79.915
2013-02-14,80.538,80.18,80.71,80.145
2013-02-15,80.576,80.48,80.675,80.305
2013-02-19,80.545,80.745,80.765,80.505
2013-02-20,81.155,80.46,81.23,80.35
2013-02-21,81.551,81.175,81.625,81.125
2013-02-22,81.585,81.485,81.7,81.26
2013-02-25,81.777,81.705,82.005,81.165
2013-02-26,81.94,81.93,82.035,81.63
2013-02-27,81.672,81.94,81.985,81.555
2013-02-28,82.003,81.605,82.075,81.535
2013-03-01,82.358,82.01,82.58,81.85
2013-03-04,82.255,82.355,82.53,82.23
2013-03-05,82.147,82.21,82.3,81.955
2013-03-06,82.507,82.02,82.64,81.975
2013-03-07,82.123,82.615,82.62,81.995
2013-03-08,82.731,82.165,82.945,82.105
2013-03-11,82.58,82.76,82.885,82.53
2013-03-12,82.595,82.675,82.815,82.425
2013-03-13,82.902,82.575,83.07,82.35
2013-03-14,82.623,82.915,83.18,82.44
2013-03-15,82.256,82.53,82.605,82.06
2013-03-18,82.574,82.68,82.83,82.545
2013-03-19,83.211,82.935,83.315,82.83
2013-03-20,82.948,83.24,83.245,82.725
2013-03-21,82.905,83.0,83.185,82.835
2013-03-22,82.529,82.96,82.985,82.435
2013-03-25,82.995,82.61,83.11,81.83
2013-03-26,83.048,83.02,83.165,82.88
2013-03-27,83.411,83.04,83.52,83.01
2013-03-28,83.175,83.42,83.46,83.02
2013-04-01,82.899,83.175,83.365,82.81
2013-04-02,83.092,82.87,83.13,82.645
2013-04-03,82.861,83.075,83.245,82.77
2013-04-04,82.795,82.84,83.66,82.74
2013-04-05,82.603,82.88,83.01,82.31
2013-04-08,82.869,82.75,82.955,82.605
2013-04-09,82.414,82.78,82.82,82.375
2013-04-10,82.634,82.485,82.675,82.32
2013-04-11,82.325,82.65,82.68,82.14
2013-04-12,82.406,82.295,82.585,82.14
2013-04-15,82.507,82.19,82.545,82.19
2013-04-16,81.823,82.395,82.62,81.78
2013-04-17,82.791,81.895,82.815,81.89
2013-04-18,82.681,82.735,82.755,82.46
2013-04-19,82.846,82.67,82.895,82.4
2013-04-22,82.824,82.835,83.045,82.735
2013-04-23,83.186,82.765,83.2,82.65
2013-04-24,83.026,83.21,83.325,82.965
2013-04-25,82.84,83.03,83.055,82.485
2013-04-26,82.571,82.895,82.905,82.46
2013-04-29,82.202,82.445,82.52,82.1
2013-04-30,81.807,82.225,82.355,81.64
2013-05-01,81.522,81.74,81.78,81.37
2013-05-02,82.282,81.64,82.415,81.54
2013-05-03,82.195,82.29,82.61,81.835
2013-05-06,82.378,82.14,82.475,82.04
2013-05-07,82.335,82.38,82.425,82.12
2013-05-08,81.951,82.365,82.4,81.78
2013-05-09,82.875,81.965,82.915,81.835
2013-05-10,83.231,82.815,83.52,82.765
2013-05-13,83.365,83.265,83.455,83.15
2013-05-14,83.713,83.245,83.835,83.045
2013-05-15,83.961,83.72,84.22,83.68
2013-05-16,83.722,83.89,84.125,83.57
2013-05-17,84.387,83.88,84.515,83.865
2013-05-20,83.842,84.24,84.4,83.8
2013-05-21,83.955,83.885,84.3,83.735
2013-05-22,84.459,83.865,84.51,83.52
2013-05-23,83.803,84.435,84.595,83.665
2013-05-24,83.758,83.92,84.02,83.5
2013-05-28,84.172,83.725,84.365,83.705
2013-05-29,83.705,84.385,84.43,83.54
2013-05-30,83.067,83.605,83.765,83.01
2013-05-31,83.401,83.1,83.65,83.05
2013-06-03,82.688,83.355,83.415,82.455
2013-06-04,82.802,82.73,83.0,82.63
2013-06-05,82.612,82.855,82.91,82.505
2013-06-06,81.537,82.605,82.69,81.065
2013-06-07,81.66,81.585,81.855,81.08
2013-06-10,81.651,81.8,82.09,81.59
2013-06-11,81.11,81.72,81.75,81.025
2013-06-12,80.946,81.1,81.31,80.745
2013-06-13,80.742,80.865,80.98,80.505
2013-06-14,80.65,80.755,81.0,80.595
2013-06-17,80.733,80.64,80.805,80.63
2013-06-18,80.749,80.81,81.155,80.71
2013-06-19,81.595,80.86,81.665,80.615
2013-06-20,82.096,81.555,82.32,81.44
2013-06-21,82.517,81.91,82.745,81.765
2013-06-24,82.633,82.71,83.05,82.525
2013-06-25,82.8,82.58,82.95,82.44
2013-06-26,83.228,82.92,83.275,82.735
2013-06-27,83.152,83.13,83.43,83.015
2013-06-28,83.376,83.235,83.595,82.975
2013-07-01,83.253,83.41,83.47,83.175
2013-07-02,83.764,83.205,83.835,83.17
2013-07-03,83.451,83.79,83.935,83.275
2013-07-05,84.689,84.125,84.93,84.065
2013-07-08,84.414,84.83,84.835,84.355
2013-07-09,84.781,84.485,84.965,84.31
2013-07-10,84.234,84.875,84.925,83.64
2013-07-11,82.915,82.87,83.425,82.6
2013-07-12,83.163,82.93,83.4,82.885
2013-07-15,83.196,83.115,83.62,83.035
2013-07-16,82.637,83.245,83.27,82.525
2013-07-17,82.84,82.685,83.055,82.475
2013-07-18,82.955,82.82,83.16,82.76
2013-07-19,82.711,82.91,83.06,82.62
2013-07-22,82.317,82.7,82.74,82.13
2013-07-23,82.04,82.27,82.47,82.01
2013-07-24,82.4,82.12,82.515,82.02
2013-07-25,82.053,82.45,82.5,81.71
2013-07-26,81.764,81.88,81.92,81.64
2013-07-29,81.763,81.775,81.935,81.61
2013-07-30,81.919,81.805,82.09,81.69
2013-07-31,81.539,81.93,82.295,81.48
2013-08-01,82.427,81.76,82.495,81.69
2013-08-02,81.978,82.43,82.61,81.9
2013-08-05,81.936,82.01,82.16,81.81
2013-08-06,81.658,81.93,82.015,81.56
2013-08-07,81.323,81.625,81.88,81.27
2013-08-08,81.027,81.325,81.395,80.895
2013-08-09,81.17,81.1,81.225,80.97
2013-08-12,81.374,81.195,81.55,81.11
2013-08-13,81.815,81.515,81.925,81.435
2013-08-14,81.758,81.795,81.905,81.66
2013-08-15,81.207,81.675,81.995,81.115
2013-08-16,81.293,81.175,81.44,81.065
2013-08-19,81.26,81.32,81.415,81.17
2013-08-20,80.934,81.315,81.38,80.77
2013-08-21,81.223,80.945,81.55,80.925
2013-08-22,81.531,81.45,81.95,81.41
2013-08-23,81.392,81.545,81.7,81.245
2013-08-26,81.441,81.4,81.555,81.305
2013-08-27,81.2,81.385,81.615,81.14
2013-08-28,81.465,81.165,81.64,81.135
2013-08-29,82.003,81.5,82.27,81.42
2013-08-30,82.142,82.025,82.325,81.93
2013-09-03,82.401,82.35,82.78,82.28
2013-09-04,82.205,82.405,82.47,82.105
2013-09-05,82.668,82.225,82.71,82.1
2013-09-06,82.167,82.67,82.7,81.935
2013-09-09,81.796,82.25,82.33,81.685
2013-09-10,81.819,81.835,81.985,81.73
2013-09-11,81.522,81.83,81.94,81.455
2013-09-12,81.491,81.49,81.74,81.35
2013-09-13,81.448,81.535,81.73,81.415
2013-09-16,81.072,81.16,81.19,81.005
2013-09-17,81.295,81.42,81.505,81.245
2013-09-18,80.367,81.3,81.37,80.17
2013-09-19,80.48,80.285,80.56,80.155
2013-09-20,80.549,80.45,80.685,80.405
2013-09-23,80.571,80.47,80.645,80.395
2013-09-24,80.69,80.57,80.745,80.52
2013-09-25,80.443,80.69,80.74,80.395
2013-09-26,80.638,80.485,80.76,80.405
2013-09-27,80.377,80.65,80.7,80.205
2013-09-30,80.323,80.46,80.49,80.115
2013-10-01,80.25,80.35,80.41,79.955
2013-10-02,79.989,80.29,80.38,79.875
2013-10-03,79.846,79.935,80.02,79.72
2013-10-04,80.22,79.85,80.285,79.78
2013-10-07,80.026,80.2,80.235,79.97
2013-10-08,80.132,80.0,80.17,79.915
2013-10-09,80.466,79.97,80.865,79.95
2013-10-10,80.517,80.5,80.685,80.395
2013-10-11,80.452,80.58,80.625,80.34
2013-10-14,80.311,80.385,80.475,80.2
2013-10-15,80.561,80.445,80.8,80.34
2013-10-16,80.563,80.585,80.85,80.37
2013-10-17,79.718,80.635,80.65,79.68
2013-10-18,79.727,79.77,79.82,79.55
2013-10-21,79.751,79.73,79.875,79.68
2013-10-22,79.29,79.785,79.86,79.235
2013-10-23,79.329,79.31,79.44,79.19
2013-10-24,79.245,79.355,79.375,79.135
2013-10-25,79.246,79.255,79.38,79.06
2013-10-28,79.306,79.3,79.445,79.205
2013-10-29,79.67,79.385,79.74,79.34
2013-10-30,79.837,79.7,79.975,79.485
2013-10-31,80.263,79.82,80.355,79.74
2013-11-01,80.81,80.33,80.87,80.32
2013-11-04,80.64,80.81,81.025,80.61
2013-11-05,80.787,80.63,80.895,80.575
2013-11-06,80.559,80.785,80.8,80.455
2013-11-07,80.854,80.625,81.565,80.52
2013-11-08,81.387,80.955,81.58,80.79
2013-11-11,81.2,81.38,81.42,81.13
2013-11-12,81.252,81.19,81.545,81.08
2013-11-13,80.983,81.22,81.35,80.8
2013-11-14,81.086,80.865,81.27,80.855
2013-11-15,80.898,81.11,81.21,80.835
2013-11-18,80.826,80.875,80.965,80.6
2013-11-19,80.744,80.74,80.875,80.605
2013-11-20,81.172,80.62,81.2,80.56
2013-11-21,81.117,81.19,81.335,81.0
2013-11-22,80.742,81.04,81.135,80.685
2013-11-25,80.963,80.72,81.06,80.67
2013-11-26,80.638,80.83,80.94,80.62
2013-11-27,80.747,80.69,80.815,80.5
2013-11-29,80.657,80.565,80.695,80.495
2013-12-02,80.942,80.685,80.99,80.51
2013-12-03,80.618,80.95,81.015,80.51
2013-12-04,80.628,80.675,80.93,80.545
2013-12-05,80.241,80.675,80.845,80.23
2013-12-06,80.315,80.305,80.64,80.22
2013-12-09,80.14,80.23,80.33,80.12
2013-12-10,79.964,80.155,80.16,79.835
2013-12-11,79.89,79.99,80.055,79.755
2013-12-12,80.208,79.965,80.25,79.85
2013-12-13,80.22,80.22,80.42,80.15
2013-12-16,80.045,80.165,80.175,79.92
2013-12-17,80.214,80.275,80.445,80.135
2013-12-18,80.248,80.21,80.715,79.5
2013-12-19,80.788,80.675,80.835,80.62
2013-12-20,80.75,80.89,81.005,80.56
2013-12-23,80.617,80.75,80.75,80.46
2013-12-24,80.674,80.655,80.78,80.63
2013-12-26,80.653,80.675,80.71,80.595
2013-12-27,80.538,80.6,80.61,79.82
2013-12-30,80.122,80.415,80.58,80.055
2013-12-31,80.189,80.105,80.35,80.09
2014-01-02,80.788,80.43,80.865,80.43
2014-01-03,80.955,80.765,81.06,80.64
2014-01-06,80.806,81.0,81.08,80.69
2014-01-07,80.98,80.86,81.105,80.755
2014-01-08,81.162,81.065,81.335,80.98
2014-01-09,81.135,81.215,81.33,80.985
2014-01-10,80.754,81.085,81.27,80.62
2014-01-13,80.611,80.745,80.855,80.56
2014-01-14,80.756,80.67,80.79,80.54
2014-01-15,81.144,80.755,81.255,80.75
2014-01-16,81.021,81.185,81.205,80.87
2014-01-17,81.362,81.045,81.43,81.015
2014-01-21,81.226,81.305,81.525,81.145
2014-01-22,81.305,81.175,81.335,81.075
2014-01-23,80.525,81.38,81.4,80.49
2014-01-24,80.541,80.565,80.64,80.22
2014-01-27,80.612,80.53,80.65,80.39
2014-01-28,80.657,80.59,80.845,80.475
2014-01-29,80.581,80.71,80.9,80.515
2014-01-30,81.193,80.64,81.245,80.635
2014-01-31,81.403,81.175,81.44,81.08
2014-02-03,81.11,81.385,81.42,81.09
2014-02-04,81.224,81.17,81.325,81.075
2014-02-05,81.129,81.215,81.345,80.82
2014-02-06,81.002,81.16,81.35,80.805
2014-02-07,80.758,80.965,81.095,80.63
2014-02-10,80.727,80.82,80.84,80.665
2014-02-11,80.704,80.61,80.745,80.51
2014-02-12,80.741,80.705,80.915,80.57
2014-02-13,80.378,80.745,80.75,80.245
2014-02-14,80.179,80.35,80.36,80.105
2014-02-18,80.046,80.2,80.265,80.0
2014-02-19,80.186,80.01,80.28,79.95
2014-02-20,80.316,80.215,80.465,80.07
2014-02-21,80.27,80.355,80.44,80.205
2014-02-24,80.225,80.275,80.4,80.125
2014-02-25,80.165,80.255,80.295,80.05
2014-02-26,80.463,80.16,80.555,80.125
2014-02-27,80.306,80.42,80.6,80.255
2014-02-28,79.72,80.28,80.325,79.7
2014-03-03,80.09,79.855,80.11,79.78
